2026-08-29T07:55:45.373Z,2, 190266, 275040, 0, 194.39, 37;3, 149100, 275040, 0, 208.25, 45
2026-08-29T07:55:46.441Z,2, 190266, 275040, 0, 194.43, 37;3, 149100, 275040, 0, 207.74, 45
2026-08-29T07:55:47.539Z,2, 190266, 275040, 0, 194.35, 37;3, 153932, 275040, 50, 251.69, 51
2026-08-29T07:55:48.613Z,2, 190266, 275040, 0, 194.39, 37;3, 153932, 275040, 0, 226.56, 45
2026-08-29T07:55:49.681Z,2, 190266, 275040, 0, 194.55, 37;3, 153932, 275040, 0, 207.74, 45
2026-08-29T07:55:50.777Z,2, 190266, 275040, 0, 194.43, 37;3, 154006, 275040, 0, 215.69, 45
2026-08-29T07:55:51.864Z,2, 190266, 275040, 0, 194.39, 37;3, 154006, 275040, 0, 207.67, 45
2026-08-29T07:55:53.061Z,2, 190266, 275040, 0, 194.43, 37;3, 154006, 275040, 0, 207.63, 45
2026-08-29T07:55:54.152Z,2, 190266, 275040, 0, 194.50, 37;3, 154006, 275040, 0, 207.59, 45
2026-08-29T07:55:55.237Z,2, 190266, 275040, 0, 194.43, 37;3, 154006, 275040, 0, 207.63, 45
2026-08-29T07:55:56.330Z,2, 190266, 275040, 0, 194.38, 37;3, 154006, 275040, 0, 207.86, 45
2026-08-29T07:55:57.403Z,2, 190964, 275040, 1, 194.82, 37;3, 154722, 275040, 1, 208.29, 45
2026-08-29T07:55:58.524Z,2, 191164, 275040, 0, 196.91, 37;3, 154928, 275040, 0, 231.78, 46
2026-08-29T07:55:59.649Z,2, 191696, 275040, 0, 195.04, 37;3, 155458, 275040, 0, 211.65, 45
2026-08-29T07:56:00.774Z,2, 192524, 275040, 3, 195.34, 37;3, 156284, 275040, 2, 208.69, 45
2026-08-29T07:56:01.899Z,2, 193668, 275040, 3, 196.79, 37;3, 157714, 275040, 0, 210.57, 45
2026-08-29T07:56:02.971Z,2, 193668, 275040, 0, 194.47, 37;3, 157714, 275040, 0, 213.70, 45
2026-08-29T07:56:04.046Z,2, 193668, 275040, 0, 194.63, 37;3, 158848, 275040, 0, 222.39, 45
2026-08-29T07:56:05.140Z,2, 193668, 275040, 0, 194.43, 37;3, 158848, 275040, 0, 207.78, 45
2026-08-29T07:56:06.239Z,2, 193668, 275040, 0, 194.47, 37;3, 158848, 275040, 0, 244.39, 45
2026-08-29T07:56:07.350Z,2, 193668, 275040, 0, 194.47, 37;3, 158850, 275040, 100, 573.63, 61
2026-08-29T07:56:08.424Z,2, 193668, 275040, 0, 194.43, 37;3, 158850, 275040, 100, 1064.24, 63
2026-08-29T07:56:09.498Z,2, 193668, 275040, 0, 194.55, 37;3, 158852, 275040, 0, 482.96, 48
2026-08-29T07:56:10.572Z,2, 193668, 275040, 0, 194.43, 37;3, 158852, 275040, 0, 210.12, 46
2026-08-29T07:56:11.700Z,2, 193668, 275040, 0, 194.47, 37;3, 158852, 275040, 0, 209.61, 46
2026-08-29T07:56:12.846Z,2, 193668, 275040, 0, 194.55, 37;3, 158852, 275040, 0, 209.49, 46
2026-08-29T07:56:13.956Z,2, 193670, 275040, 0, 194.55, 37;3, 158852, 275040, 0, 209.53, 46
2026-08-29T07:56:15.034Z,2, 193670, 275040, 0, 194.47, 37;3, 158852, 275040, 0, 209.49, 46
